list-none-none,1,10,1,30,3067143,102238
list-none-none,1,100,1,300,1156753,3855
list-none-none,1,1000,1,3000,5040980,1680
list-none-none,1,10000,1,30000,987850224,32928
list-none-none,1,20000,1,60000,5399180732,89986
list-i-s,12,32,1,1152,205789971,178637
list-d-s,12,32,1,1152,8712024,7562
list-il-s,12,32,1,1152,292848431,254208
list-dl-s,12,32,1,1152,187748788,162976
list-i-m,12,32,1,1152,142990055,124123
list-d-m,12,32,1,1152,146760877,127396
list-il-m,12,32,1,1152,143654669,124700
list-dl-m,12,32,1,1152,187500662,162760
list-none-m,1,1000,1,3000,14810454,4936
list-none-m,2,1000,1,6000,27194394,4532
list-none-m,4,1000,1,12000,53199754,4433
list-none-m,8,1000,1,24000,144376018,6015
list-none-m,12,1000,1,36000,271848589,7551
list-none-m,16,1000,1,48000,785492721,16364
list-none-m,24,1000,1,72000,1292481855,17951
list-none-s,1,1000,1,3000,16190068,5396
list-none-s,2,1000,1,6000,54160343,9026
list-none-s,4,1000,1,12000,47261333,3938
list-none-s,8,1000,1,24000,312659075,13027
list-none-s,12,1000,1,36000,440853594,12245
list-none-s,16,1000,1,48000,1579564075,32907
list-none-s,24,1000,1,72000,5594838036,77706
list-none-none,12,1,1,36,2121566,58932
list-none-none,12,2,1,72,2644405,36727
list-none-none,12,10,1,360,11558257,32106
list-none-none,2,1,1,6,18164765,3027460
list-none-none,2,2,1,12,9278634,773219
list-none-none,2,10,1,60,1245541,20759
list-none-none,2,100,1,600,12222201,20370
list-none-none,2,1000,1,6000,21095331,3515
list-none-none,4,1,1,12,42201902,3516825
list-none-none,4,2,1,24,23340224,972509
list-none-none,4,10,1,120,9019256,75160
list-none-none,4,1000,1,12000,60958789,5079
list-none-none,8,1,1,24,31040758,1293364
list-none-none,8,2,1,48,21490165,447711
list-none-none,8,10,1,240,7865393,32772
list-none-none,8,100,1,2400,15579862,6491
list-none-none,8,1000,1,24000,110434893,4601
list-none-none,16,1,1,48,9100285,189589
list-none-none,16,2,1,96,23334850,243071
list-none-none,16,10,1,480,2553573,5319
list-none-none,16,100,1,4800,10741870,2237
list-none-none,16,1000,1,48000,243021881,5062
list-none-none,32,1,1,96,7113088,74094
list-none-none,32,2,1,192,4037410,21028
list-i-none,1,1,1,3,96207,32069
list-i-none,1,2,1,6,206401,34400
list-i-none,1,4,1,12,14287602,1190633
list-i-none,1,8,1,24,113249,4718
list-i-none,1,16,1,48,3056172,63670
list-i-none,1,32,1,96,143687,1496
list-i-none,2,1,1,6,3186468,531078
list-i-none,2,2,1,12,11914551,992879
list-i-none,2,4,1,24,3407247,141968
list-i-none,2,16,1,96,26579047,276865
list-i-none,2,32,1,192,38446019,200239
list-i-none,4,1,1,12,27585564,2298797
list-i-none,4,2,1,24,22376700,932362
list-i-none,4,4,1,48,23506810,489725
list-i-none,4,8,1,96,37411917,389707
list-i-none,4,16,1,192,20880311,108751
list-i-none,4,32,1,384,12418042,32338
list-i-none,8,1,1,24,3975859,165660
list-i-none,8,2,1,48,31571073,657730
list-i-none,8,32,1,768,5294691,6894
list-i-none,12,2,1,72,17272799,239899
list-d-none,1,1,1,3,85643,28547
list-d-none,1,2,1,6,12367001,2061166
list-d-none,1,4,1,12,319827,26652
list-d-none,1,8,1,24,364713,15196
list-d-none,1,16,1,48,389095,8106
list-d-none,1,32,1,96,7137086,74344
list-d-none,2,1,1,6,202224,33704
list-d-none,2,2,1,12,306949,25579
list-d-none,2,4,1,24,17354444,723101
list-d-none,2,8,1,48,13784404,287175
list-d-none,2,16,1,96,2660115,27709
list-d-none,2,32,1,192,378717,1972
list-d-none,4,1,1,12,597720,49810
list-d-none,4,2,1,24,250450,10435
list-d-none,4,4,1,48,6906387,143883
list-d-none,4,8,1,96,2241265,23346
list-d-none,4,16,1,192,4291806,22353
list-d-none,4,32,1,384,6516494,16970
list-d-none,8,1,1,24,2203268,91802
list-d-none,8,8,1,192,4764129,24813
list-d-none,8,32,1,768,2432008,3166
list-d-none,12,2,1,72,13839365,192213
list-d-none,12,4,1,144,24357856,169151
list-d-none,12,8,1,288,8949134,31073
list-d-none,12,16,1,576,28419165,49338
list-d-none,12,32,1,1152,32084034,27850
list-il-none,1,1,1,3,74789,24929
list-il-none,1,2,1,6,84412,14068
list-il-none,1,4,1,12,94312,7859
list-il-none,1,8,1,24,128672,5361
list-il-none,1,16,1,48,167082,3480
list-il-none,1,32,1,96,370330,3857
list-il-none,2,1,1,6,14577498,2429583
list-il-none,2,2,1,12,10057799,838149
list-il-none,2,4,1,24,119987,4999
list-il-none,2,8,1,48,16805308,350110
list-il-none,2,16,1,96,7481576,77933
list-il-none,2,32,1,192,2869218,14943
list-il-none,4,2,1,24,4324599,180191
list-il-none,4,4,1,48,46759327,974152
list-il-none,4,8,1,96,35433297,369096
list-il-none,8,1,1,24,1157153,48214
list-il-none,8,16,1,384,8359174,21768
list-dl-none,1,1,1,3,14426047,4808682
list-dl-none,1,2,1,6,274340,45723
list-dl-none,1,4,1,12,1298209,108184
list-dl-none,1,8,1,24,16913798,704741
list-dl-none,1,16,1,48,5739847,119580
list-dl-none,1,32,1,96,6925057,72136
list-dl-none,2,1,1,6,366980,61163
list-dl-none,2,2,1,12,402868,33572
list-dl-none,2,4,1,24,577484,24061
list-dl-none,2,8,1,48,3340199,69587
list-dl-none,2,16,1,96,5406602,56318
list-dl-none,2,32,1,192,3257925,16968
list-dl-none,4,1,1,12,2112880,176073
list-dl-none,4,2,1,24,1270927,52955
list-dl-none,4,4,1,48,10741665,223784
list-dl-none,4,8,1,96,1743570,18162
list-dl-none,4,16,1,192,3003466,15643
list-dl-none,4,32,1,384,6680709,17397
list-dl-none,8,1,1,24,24728674,1030361
list-dl-none,8,2,1,48,1482412,30883
list-dl-none,8,4,1,96,2427581,25287
list-dl-none,8,8,1,192,3602099,18760
list-dl-none,8,16,1,384,4565513,11889
list-dl-none,12,1,1,36,4676888,129913
list-dl-none,12,2,1,72,26796050,372167
list-dl-none,12,4,1,144,17292011,120083
list-dl-none,12,16,1,576,22344173,38791
